Vehicle,Route,OnwardReturn,TripStart,TripEnd,TotalDistance,DurationMinutes,AverageSpeed,ActualGPSDistance,GPSShortestDistance,GPSExtraDistance,GPSDeviationScore,RouteOutlier,TimeOutlier,GPSPatternOutlier,ShortestPathOutlier,RiskScore,RiskLevel,SuggestedPath,Reasons
AP39U9649,"BAYYAVARAM -> RSUVANI",ONWARD,2026-03-09T01:05,2026-03-09T19:34,268.1,533,30.180112570356478,243.25528467999243,236.85076238967181,6.404522290320614,13.547260085824696,false,false,false,false,0.0,NORMAL,"PST BUNK OFFICE - BAYYAVARAM -> Bheemunipatnam Narsipatnam Road, Pinagadi, Vishakhapatnam, Andhra Pradesh -> Vizag - Srikakulam Highway, Natavalasa, Vizianagaram, Andhra Pradesh -> Vizag - Srikakulam Highway, Arinam Akkivalasa, Srikakulam, Andhra Pradesh -> Srikakulam - Ichchapuram Highway, Srikakulam, Andhra Pradesh -> Srikakulam - Ichchapuram Highway, Kesaripada, Srikakulam, Andhra Pradesh -> Srikakulam - Ichchapuram Highway, Karapadu, Srikakulam, Andhra Pradesh","[]"
AP39U9629,"BAYYAVARAM -> BHANJANAGAR",ONWARD,2026-03-09T01:19,2026-03-09T19:31,263.9,525,30.159999999999997,241.3953125652293,239.80568474505745,1.5896278201718417,20.965623150884497,false,false,false,false,0.0,NORMAL,"SAGAR CEMENTS LIMITED BAYAVARRAM -> Vizag - Srikakulam Highway, Natavalasa, Vizianagaram, Andhra Pradesh -> Vizag - Srikakulam Highway, Arinam Akkivalasa, Srikakulam, Andhra Pradesh -> Srikakulam - Ichchapuram Highway, Srikakulam, Andhra Pradesh -> Srikakulam - Ichchapuram Highway, Kesaripada, Srikakulam, Andhra Pradesh -> Srikakulam - Ichchapuram Highway, Karapadu, Srikakulam, Andhra Pradesh","[]"
AP39U9529,"BAYYAVARAM -> PALAKONDA",ONWARD,2026-03-11T06:38,2026-03-12T02:45,349.8,746,28.134048257372655,277.58475806737,0.0,0.0,0.0,false,false,false,false,0.0,NORMAL,"NO VALID GPS PATH FOUND","[]"
AP39U9649,"BAYYAVARAM -> BERHAMPUR",ONWARD,2026-03-12T00:31,2026-03-12T19:10,296.6,553,32.18083182640145,271.72124017986175,271.6839115711928,0.037328608668929064,19.404623513625822,false,false,false,false,0.0,NORMAL,"SAGAR CEMENTS LIMITED BAYAVARRAM -> Vizag - Srikakulam Highway, Srikakulam, Srikakulam, Andhra Pradesh -> Srikakulam - Ichchapuram Highway, Narasingupalle, Srikakulam, Andhra Pradesh -> Station Road, Lanjipalli, Brahmapur, Ganjam, Odisha","[]"
AP39U9529,"BAYYAVARAM -> BHANJANAGAR",ONWARD,2026-03-12T11:15,2026-03-12T23:42,108.39999999999999,249,26.120481927710838,96.38507662080565,97.04355543755065,-0.6584788167450029,23.90317949892275,false,false,false,false,0.0,NORMAL,"Anakapalle Bypass, Sampathipuram, Vishakhapatnam, Andhra Pradesh -> SAGAR CEMENTS LIMITED BAYAVARRAM -> Anakapalli Sabbavaram Road, Gali Bhimavaram, Vishakhapatnam, Andhra Pradesh -> Vizianagaram - Simhachalam Main Road, Sontyam, Vishakhapatnam, Andhra Pradesh -> Vizag - Srikakulam Highway, Vizianagaram, Andhra Pradesh -> Vizag - Srikakulam Highway, G.Chodavaram, Kovvada Agraharam, Srikakulam, Andhra Pradesh -> Vizag - Srikakulam Highway, Varisam, Srikakulam, Andhra Pradesh","[]"
AP39U9649,"BAYYAVARAM -> MUNIGUDA",ONWARD,2026-03-14T04:58,2026-03-15T00:36,300.5,669,26.95067264573991,239.57283949372786,0.0,0.0,17.632195871082928,false,false,false,false,0.0,NORMAL,"NO VALID GPS PATH FOUND","[]"
AP39U9649,"BAYYAVARAM -> MADHURAVADA (U)",ONWARD,2026-03-14T04:58,2026-03-15T00:36,300.5,669,26.95067264573991,239.57283949372786,0.0,0.0,0.0,false,false,false,false,0.0,NORMAL,"NO VALID GPS PATH FOUND","[]"
AP39U9629,"BAYYAVARAM -> GUDARI",ONWARD,2026-03-16T00:48,2026-03-16T18:00,244.79999999999995,484,30.347107438016526,212.9807308468976,194.55714431984373,18.423586527053857,0.0,false,false,false,false,0.0,NORMAL,"SAGAR CEMENTS LIMITED BAYAVARRAM -> PST BUNK OFFICE - BAYYAVARAM -> Calingapatnam Srikakulam Parvathipuram Road, Palakonda, Srikakulam, Andhra Pradesh -> Palakonda - Kothuru Road, Haddubhangi, Srikakulam, Andhra Pradesh -> State Highway 4, Rayagada, Odisha","[]"
AP39U9629,"BHANJANAGAR -> MUJAGADA",RETURN,2026-03-19T05:14,2026-03-19T23:35,210.0,517,24.371373307543518,181.48637739595185,141.88558172496104,39.600795670990806,0.0,false,false,false,false,0.0,NORMAL,"Asika - Berhampur Road, Asika, Ganjam, Odisha -> Phulbani - Bhanjanagar - Asika - Berhampur Road, Baunsalundi, Ganjam, Odisha -> Asika - Berhampur Road, Samarjhola, Ganjam, Odisha -> Asika - Berhampur Road, Narayana Nagar, Haridakhandi, Brahmapur, Ganjam, Odisha -> Bypass Road, Housing Board Colony, Brahmapur, Ganjam, Odisha -> Srikakulam - Ichchapuram Highway, Karapadu, Srikakulam, Andhra Pradesh","[]"
AP39U9519,"BAYYAVARAM -> PEDAGANTYADA (U)",ONWARD,2026-03-20T15:37,2026-03-20T21:47,5.3999999999999995,57,5.684210526315789,3.5552677854289767,3.0341871801697415,0.5210806052592352,3.8268839069562492,false,false,false,false,0.0,NORMAL,"PST BUNK OFFICE - BAYYAVARAM -> SAGAR CEMENTS LIMITED BAYAVARRAM","[]"
AP39U9649,"BAYYAVARAM -> SIKARPAI",ONWARD,2026-03-21T07:45,2026-03-22T01:56,205.4,481,25.62162162162162,175.47162899904458,157.32866792714384,18.142961071900743,0.0,false,false,false,false,0.0,NORMAL,"SAGAR CEMENTS LIMITED BAYAVARRAM -> PST BUNK OFFICE - BAYYAVARAM -> Raipur - Jagdalpur - Vishakhapatnam road, Marrivalasa, Vizianagaram, Andhra Pradesh -> Chilakapalem Ramabhadrapuram Rayagada Road, Sitanagaram, Vizianagaram, Andhra Pradesh -> BahinipatiKerada, Vizianagaram, Andhra Pradesh","[]"
AP39U9629,"BAYYAVARAM -> ICHAPURAM",ONWARD,2026-03-21T07:42,2026-03-21T23:42,263.9,527,30.045540796963945,240.8975505497061,239.80568474505745,1.0918658046486485,0.0,false,false,false,false,0.0,NORMAL,"SAGAR CEMENTS LIMITED BAYAVARRAM -> Vizag - Srikakulam Highway, Natavalasa, Vizianagaram, Andhra Pradesh -> Vizag - Srikakulam Highway, Arinam Akkivalasa, Srikakulam, Andhra Pradesh -> Srikakulam - Ichchapuram Highway, Srikakulam, Andhra Pradesh -> Srikakulam - Ichchapuram Highway, Kesaripada, Srikakulam, Andhra Pradesh -> Srikakulam - Ichchapuram Highway, Karapadu, Srikakulam, Andhra Pradesh","[]"
